"46","95","450","455.40","2775","2012-05-19 21:17:37","false"
"47","31","536","204.89","686","1990-11-05 04:31:19","false"
"48","15","1461","440.28","3951","2006-10-24 14:34:16","false"
"49","83","1847","463.68","2211","2004-07-24 03:02:15","false"
"50","3","176","27.27","4239","2020-07-13 15:07:58","false"
"51","89","918","109.70","2145","2017-03-30 19:51:53","false"
"52","2","310","445.04","3446","2022-03-06 07:45:24","false"
"53","91","1473","10.27","7298","2002-09-28 06:36:41","false"
"54","92","631","199.46","5058","1989-05-02 16:27:41","false"
"55","98","1400","9.23","3900","2010-05-31 01:28:55","false"
"56","10","1497","218.95","1696","1989-04-27 01:21:50","false"
"57","17","569","82.25","9382","2012-05-04 04:06:03","false"
"58","92","2","375.34","1253","1973-01-23 16:22:11","false"
"59","79","735","233.36","4451","1997-02-05 04:58:45","false"
"60","47","267","341.17","3240","1973-09-27 15:26:02","false"
"61","21","781","427.83","2333","1973-02-21 10:13:01","false"
"62","25","1434","297.99","8537","1991-06-25 19:53:12","false"
"63","24","312","49.01","2131","1977-12-09 04:43:26","false"
"64","68","397","61.54","7923","1983-01-03 01:54:29","false"
"65","68","483","75.71","4669","1992-01-10 06:06:51","false"
"66","79","909","442.18","7129","2021-03-01 02:10:59","false"
"67","5","1893","121.15","7921","2020-06-07 06:53:02","false"
"68","34","1052","179.55","5192","1979-09-21 22:50:33","false"
"69","78","1681","84.06","8980","1977-08-07 17:17:22","false"
"70","68","1994","463.45","7580","1990-11-26 10:06:34","false"
"71","96","228","9.31","2887","1977-12-27 15:44:15","false"
"72","52","1721","494.03","1376","2009-02-03 02:35:18","false"
"73","86","123","44.71","2063","2015-09-07 05:21:38","false"
"74","86","625","165.66","4501","1990-12-16 02:56:11","false"
"75","50","1202","272.78","5293","1993-09-24 16:55:24","false"
"76","90","506","164.42","1898","2021-06-15 02:20:42","false"
"77","43","1145","339.06","7908","2008-06-19 02:26:53","false"
"78","66","1247","139.62","2387","2018-10-18 12:15:00","false"
"79","92","503","441.70","278","2011-08-21 17:24:45","false"
"80","23","228","464.44","8942","1993-03-12 21:04:46","false"
"81","3","821","167.08","5602","2016-10-19 22:54:56","false"
"82","98","1782","387.78","8945","2013-02-16 14:33:26","false"
"83","44","1970","255.40","4789","1983-08-23 02:26:08","false"
"84","10","1936","130.11","4436","2004-04-25 00:34:06","false"
"85","9","128","195.59","3161","1994-04-19 21:13:25","false"
"86","94","1590","372.19","4289","2001-01-13 07:28:20","false"
"87","8","941","406.15","8566","2021-09-29 05:54:01","false"
"88","2","659","305.76","4608","1978-09-12 15:19:34","false"
"89","98","1891","354.40","142","1985-11-12 15:31:57","false"
"90","88","1700","304.57","7498","1975-01-24 10:19:13","false"
"91","74","864","51.18","5735","2016-07-16 04:31:50","false"
"92","46","1861","433.97","8084","1998-08-28 05:01:18","false"
"93","40","337","429.56","9657","1977-09-11 18:40:17","false"
"94","51","945","78.04","1244","2009-07-12 04:29:19","false"
"95","43","444","131.74","3524","1985-02-28 00:53:59","false"
"96","47","1540","52.91","1144","2005-10-13 08:48:32","false"
"97","37","738","335.67","9197","2017-04-19 22:08:30","false"
"98","74","965","283.25","8484","2013-04-27 15:38:39","false"
"99","78","235","120.00","9803","1976-12-28 09:39:22","false"
"100","36","740","476.85","2035","2018-01-12 22:35:45","false"
"101","8","322","96.31","4376","2001-12-21 17:48:12","false"
"102","88","1587","150.18","674","2018-04-11 07:54:41","false"
"103","47","1072","475.45","6661","1998-12-05 04:16:56","false"
"104","38","1074","219.98","1246","2017-07-16 20:51:55","false"
"105","55","982","141.13","2660","1982-10-15 10:48:00","false"
"106","1","1033","490.32","6273","2008-03-07 10:52:59","false"
"107","39","114","311.68","4150","2000-02-21 11:03:43","false"
"108","36","1032","118.74","1470","1987-09-08 12:02:01","false"
"109","8","869","400.91","9743","1999-01-25 08:12:58","false"
"110","10","1798","177.80","279","1979-04-22 13:33:16","false"
"111","2","220","379.34","6964","1998-01-05 19:58:13","false"
"112","86","1684","268.05","3729","2001-08-27 17:09:31","false"
"113","69","305","409.15","9699","2017-03-13 12:25:06","false"
"114","90","1528","140.68","1474","2006-04-03 23:03:24","false"
"115","74","850","12.82","6020","1989-10-28 23:47:54","false"
"116","72","1842","313.79","2372","2010-04-26 19:20:58","false"
"117","44","1679","495.27","2161","1997-11-08 02:11:33","false"
"118","84","453","311.35","6050","1985-12-11 01:07:17","false"
"119","45","821","276.24","3426","1997-12-18 21:56:56","false"
"120","89","1754","305.60","4155","2014-04-21 22:50:17","false"
"121","29","1428","466.49","549","1982-11-17 21:21:03","false"
"122","4","852","198.03","8566","2003-09-12 22:43:59","false"
"123","89","1026","328.11","2971","1989-02-16 10:03:22","false"
"124","69","468","284.74","7856","2005-01-18 23:26:29","false"
"125","26","1289","98.49","9113","2012-12-07 10:55:18","false"
"126","19","1279","286.59","829","1979-02-23 04:00:19","false"
"127","82","1842","476.48","7327","2018-09-11 04:07:23","false"
"128","25","153","268.28","1533","2003-05-13 22:26:22","false"
"129","40","611","479.44","4546","1982-07-03 13:33:16","false"
"130","71","1766","427.30","3253","1998-04-16 18:17:15","false"
"131","60","1865","115.01","7736","1984-07-05 01:58:23","false"
"132","80","1540","117.21","1294","1972-08-16 02:16:19","false"
"133","56","1678","161.99","8492","1975-02-11 09:25:11","false"
"134","62","1263","41.69","1029","1982-03-24 10:07:36","false"
"135","52","474","323.15","7780","1986-03-26 03:06:44","false"
"136","70","200","468.38","1959","2001-06-09 05:30:52","false"
"137","26","604","253.41","26","1999-09-03 17:28:09","false"
"138","59","1982","100.14","3296","2011-11-25 07:57:43","false"
"139","75","1285","186.22","8282","1993-11-02 01:45:39","false"
"140","74","1201","156.99","2198","2009-05-17 10:42:08","false"
"141","62","140","8.86","9220","1994-06-22 22:25:08","false"
"142","30","1843","472.33","9539","1995-06-07 05:20:08","false"
"143","41","167","453.51","6603","1987-09-13 12:29:09","false"
"144","92","270","63.05","15","2020-02-09 06:22:01","false"
"145","85","1999","28.92","2807","1996-08-28 01:10:50","false"
"146","22","218","467.94","7849","2004-01-01 18:50:23","false"
"147","55","982","487.42","6540","2010-02-05 01:17:55","false"
"148","60","1396","29.21","200","1999-01-31 17:45:18","false"
"149","97","1465","487.27","337","1974-01-19 07:17:12","false"
"150","53","77","311.73","3727","1987-08-30 20:39:14","false"
"151","7","1958","492.55","1653","1974-01-11 00:29:43","false"
"152","64","1773","143.76","542","2019-07-29 02:02:18","false"
"153","61","901","171.28","5914","1983-04-18 06:45:59","false"
"154","51","1502","73.75","6158","1977-03-13 11:45:37","false"
"155","52","447","294.89","1580","1980-03-02 15:24:59","false"
"156","94","155","91.60","8473","2003-03-07 03:21:19","false"
"157","45","343","321.34","5957","1998-03-12 22:01:06","false"
"158","6","1484","12.38","6079","1971-11-12 02:56:53","false"
"159","43","647","224.88","6476","1999-03-23 20:39:33","false"
"160","91","297","267.81","3288","2015-11-22 11:37:50","false"
"161","81","1018","276.56","2747","1973-04-03 11:15:35","false"
"162","58","1283","436.19","2773","1997-01-27 22:05:07","false"
"163","11","1276","444.60","2137","1986-04-07 17:35:40","false"
"164","40","51","240.14","3637","2020-10-04 16:56:59","false"
"165","95","716","120.93","1859","2012-07-10 06:26:34","false"
"166","73","955","300.27","577","1991-03-23 21:57:06","false"
"167","71","536","355.49","6557","1993-10-19 22:33:55","false"
"168","70","1982","242.47","169","2019-09-14 16:02:18","false"
"169","5","1873","415.01","7974","1999-07-14 12:03:21","false"
"170","3","642","240.79","1647","1987-11-10 13:47:41","false"
"171","77","538","367.21","2066","1995-01-06 18:35:01","false"
"172","42","1481","286.40","8206","1974-10-06 11:22:46","false"
"173","74","1994","419.68","5987","2005-04-14 19:47:51","false"
"174","57","175","444.68","5162","2017-08-31 19:30:11","false"
"175","96","1845","454.58","3870","2006-04-23 18:26:59","false"
"176","3","900","416.29","7773","2021-06-26 12:39:41","false"
"177","67","1414","110.86","2264","2005-05-29 00:04:32","false"
"178","56","1044","171.15","2644","1975-11-08 15:51:42","false"
"179","49","937","459.55","2803","2002-11-26 04:31:23","false"
"180","81","608","54.46","2086","1971-02-05 17:03:07","false"
"181","85","266","294.73","5450","2000-08-01 02:37:07","false"
"182","17","638","237.43","780","1993-11-11 09:43:09","false"
"183","55","850","313.77","9614","1981-07-27 19:11:26","false"
"184","17","1223","68.95","4718","1974-04-14 07:23:11","false"
"185","56","784","149.51","6628","2004-10-30 21:24:11","false"
"186","57","1166","146.70","9121","2019-01-08 05:35:26","false"
"187","48","117","315.05","8498","1993-09-18 06:21:11","false"
"188","48","1915","15.77","9901","1978-06-14 07:32:39","false"
"189","33","190","185.30","3087","1982-11-18 14:40:29","false"
"190","62","1965","129.23","5733","2008-07-15 20:06:42","false"
"191","72","1427","137.71","3694","2002-12-14 03:21:28","false"
"192","94","414","247.09","7728","1971-12-17 08:56:42","false"
"193","95","1265","371.84","5173","1994-10-02 18:09:44","false"
"194","96","1840","106.83","7283","2018-01-10 03:26:51","false"
"195","23","132","462.84","7914","2017-12-18 19:53:10","false"
"196","5","1479","40.21","8847","1975-04-23 22:09:25","false"
"197","35","1687","202.68","4172","1973-05-17 03:39:42","false"
"198","91","1633","315.69","5236","2012-07-14 19:55:21","false"
"199","39","1798","370.73","7198","2021-08-07 13:11:07","false"
"200","17","1494","349.30","5258","2011-01-24 04:55:23","false"
"201","2","832","39.71","5125","1984-01-30 14:35:02","false"
"202","81","1409","212.47","20","2009-09-27 07:03:47","false"
"203","71","1807","3.96","4836","1995-01-08 09:24:42","false"
"204","81","1076","311.63","1199","1985-01-02 17:29:49","false"
"205","97","1377","272.64","8324","1979-09-25 00:45:13","false"
"206","12","1776","350.09","808","2017-05-28 10:58:34","false"
"207","77","927","180.36","2253","2020-04-10 09:15:54","false"
"208","77","29","230.08","9745","2004-09-17 21:34:26","false"
"209","87","1346","434.29","6723","1989-04-06 03:16:04","false"
"210","0","42","359.17","5908","2015-10-07 17:04:42","false"
"211","41","1922","449.19","5459","2008-07-28 17:24:46","false"
"212","1","791","160.82","2813","1999-11-26 08:47:13","false"
"213","69","255","378.27","858","2001-07-03 13:43:14","false"
"214","98","266","420.99","4293","1997-09-08 13:14:08","false"
"215","14","719","230.64","9917","1992-03-26 20:30:12","false"
"216","44","1815","343.29","7290","2006-07-16 07:45:07","false"
"217","86","925","179.05","9304","1988-08-05 07:30:22","false"
"218","55","143","82.82","680","2017-03-11 02:02:32","false"
"219","97","265","123.52","9015","1996-01-27 22:51:09","false"
"220","29","309","29.27","446","1980-03-09 03:19:39","false"
"221","66","68","91.37","4941","1997-09-04 16:50:59","false"
"222","54","1487","35.38","7123","1982-10-24 21:25:55","false"
"223","98","332","263.58","5276","1989-06-24 13:24:58","false"
"224","60","1137","377.33","7068","1987-10-25 03:05:37","false"
"225","24","1922","35.12","7848","2015-12-31 23:36:40","false"
"226","58","1679","444.00","6189","2007-09-07 18:27:10","false"
"227","30","1317","5.37","8194","1998-01-18 01:48:57","false"
"228","17","613","50.70","500","1987-05-09 07:46:28","false"
"229","40","1190","315.02","8151","1984-04-28 14:47:09","false"
"230","67","692","424.95","7994","1974-10-19 14:13:22","false"
"231","84","1929","23.40","3045","1974-11-26 13:46:08","false"
"232","26","1542","1.42","8023","1996-12-22 20:50:59","false"
"233","65","1722","182.32","6525","2004-09-15 15:25:48","false"
"234","52","467","183.02","133","1978-04-23 06:23:49","false"
"235","82","843","175.66","1130","1973-01-29 11:08:40","false"
"236","68","487","20.51","2628","1973-10-22 07:33:44","false"
"237","93","1782","495.68","8464","2019-04-19 00:54:49","false"
"238","65","58","327.25","8652","1975-06-25 06:01:28","false"
"239","5","874","126.76","3279","1970-11-11 05:48:51","false"
"240","98","1304","104.31","6471","1992-12-30 10:29:21","false"
"241","79","1291","183.11","5279","1982-06-03 06:57:29","false"
"242","41","186","205.59","7633","1972-10-11 23:29:17","false"
"243","37","1560","338.04","3383","1980-05-16 01:51:58","false"
"244","28","890","377.10","3752","2008-11-27 22:47:07","false"
"245","32","74","398.66","2045","1978-04-08 05:13:29","false"
"246","67","310","160.58","2145","2008-11-25 04:44:17","false"
"247","33","1302","399.93","4958","2006-08-07 09:04:54","false"
"248","36","1045","79.08","3130","2008-09-12 09:48:11","false"
"249","93","671","368.35","3609","1993-01-27 05:14:37","false"
"250","27","697","93.94","623","1987-01-13 00:38:23","false"
"251","94","1472","82.21","4135","1988-06-29 19:15:34","false"
"252","22","1149","15.48","2715","1986-02-04 03:15:24","false"
"253","65","709","232.39","9744","2006-09-24 06:00:17","false"
"254","22","1804","145.04","5759","2001-10-31 12:18:34","false"
"255","7","1714","393.73","5459","1999-06-13 01:06:21","false"
"256","36","101","176.99","656","1977-11-04 22:22:03","false"
"257","70","1332","482.00","4870","1978-08-02 19:31:10","false"
"258","15","665","414.49","9304","1974-09-22 02:12:31","false"
"259","46","501","84.31","4381","2006-07-29 09:06:36","false"
"260","71","140","62.09","7352","2002-10-09 18:26:32","false"
"261","55","735","158.30","5118","2016-06-22 11:37:03","false"
"262","52","1993","414.23","4998","1994-04-26 00:25:19","false"
"263","12","190","148.86","3415","1974-03-24 07:36:14","false"
"264","38","31","429.55","7324","2010-11-01 04:30:57","false"
"265","5","59","351.69","4066","1982-02-18 03:28:25","false"
"266","44","1870","172.84","2746","1996-02-23 22:17:59","false"
"267","20","1806","43.05","7586","2013-01-02 01:02:44","false"
"268","31","638","331.69","2469","2004-09-09 05:01:42","false"
"269","28","902","174.73","7184","1980-04-14 17:11:45","false"
"270","51","69","217.34","4223","1975-12-17 22:00:24","false"
"271","95","7","72.00","6770","1994-12-13 22:25:54","false"
"272","50","1042","215.50","3066","1996-07-26 19:38:10","false"
"273","51","709","223.48","6559","2002-11-29 14:27:55","false"
"274","30","660","499.62","440","2015-03-08 18:53:03","false"
"275","19","1005","158.20","3409","1983-06-27 01:59:43","false"
"276","25","586","236.30","882","1989-06-29 10:36:06","false"
"277","85","1376","312.14","4590","1982-06-24 08:15:43","false"
"278","16","398","308.51","7370","2020-03-14 00:03:29","false"
"279","78","220","423.13","2997","2014-08-29 17:17:15","false"
"280","56","1934","239.50","5138","1981-05-07 08:55:38","false"
"281","31","244","257.17","1795","2017-12-24 21:08:42","false"
"282","46","680","493.78","688","2013-06-12 16:08:09","false"
"283","14","884","171.50","1519","1973-10-25 11:11:16","false"
"284","46","976","55.56","5768","2005-09-25 15:29:08","false"
"285","70","27","386.81","2196","2017-01-15 11:19:27","false"
"286","22","1930","87.37","104","1981-04-18 15:24:42","false"
"287","96","603","34.34","6253","2013-08-09 09:12:53","false"
"288","97","1016","253.36","9924","2004-11-30 12:56:34","false"
"289","48","1888","99.45","2581","1979-05-15 09:42:44","false"
"290","4","800","7.63","4278","2000-07-23 04:52:57","false"
"291","30","689","397.94","7094","1973-06-13 09:51:39","false"
"292","10","849","304.25","2005","2005-02-11 23:03:32","false"
"293","59","1435","344.76","7784","2006-12-03 05:51:29","false"
"294","45","1160","41.28","7715","1990-11-14 07:42:09","false"
"295","67","1726","185.77","9507","2018-11-15 06:03:34","false"
"296","43","1641","120.09","4314","2010-11-15 06:38:43","false"
"297","84","140","16.86","829","2019-06-07 08:13:50","false"
"298","79","1788","121.43","7048","2021-07-24 01:50:15","false"
"299","21","1432","483.21","2550","2008-01-08 20:11:54","false"
"300","95","1151","428.49","1218","1990-07-04 11:36:58","false"
"301","36","1291","46.06","909","1999-01-22 03:05:23","false"
"302","81","1052","262.14","5191","1979-02-13 20:08:49","false"
"303","46","98","332.03","5477","2011-04-19 16:45:32","false"
"304","28","466","183.27","6124","1981-10-28 18:44:09","false"
"305","82","823","261.78","1617","1986-08-29 19:07:17","false"
"306","40","331","314.50","8587","2021-06-03 15:06:28","false"
"307","19","26","146.40","1239","1971-12-27 09:41:53","false"
"308","79","256","94.73","5751","2001-06-07 20:32:19","false"
"309","49","33","91.74","4078","2000-06-15 05:48:54","false"
"310","47","375","235.98","6429","1999-05-25 08:12:06","false"
"311","60","891","498.73","2904","1986-10-09 23:14:57","false"
"312","50","1142","428.08","5127","2009-01-30 03:27:35","false"
"313","94","14","159.46","1182","2004-04-08 05:20:41","false"
"314","39","636","455.79","46","1974-02-22 21:12:48","false"
"315","96","296","497.00","4288","1984-07-22 06:55:46","false"
"316","57","613","85.49","236","2007-03-01 08:38:10","false"
"317","58","1052","448.14","8463","1995-06-13 20:41:51","false"
"318","6","463","466.71","166","1987-05-03 10:12:55","false"
"319","49","901","75.33","1949","1993-12-28 09:43:44","false"
"320","2","579","140.01","3304","2000-09-20 16:18:33","false"
"321","47","1599","329.70","7401","2000-07-02 23:13:03","false"
"322","82","1521","178.32","8798","1982-11-07 10:22:51","false"
"323","75","1773","209.64","5678","1989-01-09 17:13:25","false"
"324","99","1180","495.47","4002","2007-06-30 11:27:13","false"
"325","47","625","154.97","6480","1995-04-27 13:47:30","false"
"326","50","1005","71.09","5456","2007-01-03 02:37:33","false"
"327","96","1959","380.36","8821","1997-08-11 02:39:26","false"
"328","30","1622","203.06","574","1986-02-15 13:07:00","false"
"329","51","1169","163.37","4769","1984-10-29 13:57:38","false"
"330","53","1337","128.85","6459","2019-12-28 17:12:14","false"
"331","53","1158","439.45","8492","2014-12-10 09:28:09","false"
"332","51","1772","157.38","9836","1983-07-18 02:23:58","false"
"333","32","1977","294.11","7638","1979-05-18 21:35:00","false"
"334","23","559","318.67","4493","1999-08-06 07:46:54","false"
"335","20","1389","220.51","5390","2011-08-30 03:44:11","false"
"336","42","617","349.03","8336","2018-04-28 20:46:34","false"
"337","75","153","454.96","5114","1988-04-12 12:06:42","false"
"338","90","1205","390.92","4246","1987-01-15 16:54:10","false"
"339","63","73","100.04","9519","1972-07-04 02:27:58","false"
"340","86","1160","317.24","9250","2016-01-11 10:58:03","false"
"341","58","805","428.51","1692","1987-01-19 07:27:29","false"
"342","51","1135","95.48","5592","1985-09-25 15:59:53","false"
"343","81","1812","285.93","1509","1994-11-20 01:39:45","false"
"344","42","1716","297.26","3276","2016-12-27 04:13:19","false"
"345","24","1343","136.66","5970","2020-10-26 22:40:52","false"
"346","25","382","207.61","3542","2010-06-15 17:26:59","false"
"347","67","1687","436.52","9114","1984-01-28 05:20:55","false"
"348","44","152","35.53","6221","1976-10-04 02:50:17","false"
"349","57","1107","408.88","2604","1996-03-23 17:30:48","false"
"350","24","320","69.68","7907","2003-02-10 21:47:56","false"
"351","58","906","422.51","141","1975-12-28 21:57:04","false"
"352","70","679","67.68","521","1988-07-11 18:16:56","false"
"353","19","850","250.12","5380","2021-12-25 04:18:35","false"
"354","36","1115","363.54","5783","2003-10-03 00:19:02","false"
"355","41","911","168.58","6476","2011-04-06 09:24:29","false"
"356","79","1660","132.77","5994","1982-01-08 03:43:53","false"
"357","13","683","372.62","6996","1975-01-04 03:13:42","false"
"358","16","247","94.48","3296","2012-08-28 22:44:00","false"
"359","16","46","412.55","633","2018-05-16 06:03:08","false"
"360","90","1055","145.78","3087","2007-04-26 00:04:21","false"
"361","40","920","211.65","6299","1975-03-31 11:17:02","false"
"362","97","1998","438.95","7006","1974-11-07 07:20:57","false"
"363","15","1695","296.53","9460","1979-06-20 09:52:29","false"
"364","17","371","321.52","3797","2019-08-01 04:27:11","false"
"365","97","1532","158.64","4838","2000-03-30 05:53:22","false"
"366","16","1682","490.17","5615","1979-10-07 00:00:55","false"
"367","13","1893","24.55","2041","2016-07-29 04:43:52","false"
"368","33","1195","236.38","3587","2001-04-14 00:42:49","false"
"369","22","1772","394.40","2402","1979-03-24 09:25:15","false"
"370","8","1383","489.12","1978","2010-12-28 19:42:03","false"
"371","3","1081","305.00","637","1993-03-26 21:47:25","false"
"372","83","562","181.06","333","2019-06-10 01:14:29","false"
"373","0","418","254.63","8008","1996-10-12 09:03:00","false"
"374","19","559","441.66","9399","2003-01-03 21:52:30","false"
"375","63","876","460.38","4498","2021-10-13 22:37:47","false"
"376","57","936","264.03","9394","1975-04-03 15:50:53","false"
"377","89","709","247.48","8078","2005-01-16 10:09:49","false"
"378","66","383","179.41","5590","2011-06-23 18:39:37","false"
"379","84","1721","404.81","2347","1992-11-30 22:19:08","false"
"380","12","313","166.05","4701","2003-05-31 16:55:13","false"
"381","94","1781","294.26","9176","1977-02-10 23:07:52","false"
"382","35","1237","410.96","2562","2006-03-11 09:56:57","false"
"383","21","78","144.55","3302","2016-11-15 05:42:14","false"
"384","93","73","76.03","5613","1985-01-11 20:10:03","false"
"385","48","1825","371.46","7049","2007-11-08 11:18:59","false"
"386","17","1776","109.22","2019","1973-05-11 11:31:46","false"
"387","72","1093","205.58","7273","2016-11-15 06:09:30","false"
"388","65","26","449.18","9448","2017-01-25 04:31:30","false"
"389","54","1567","487.69","4464","2019-08-26 08:22:36","false"
"390","82","328","367.44","9867","2001-11-17 03:58:59","false"
"391","10","1883","57.98","2957","1972-05-22 06:09:09","false"
"392","75","1307","82.75","8987","1979-01-17 15:40:55","false"
"393","85","113","351.06","9177","2019-08-17 23:58:59","false"
"394","14","955","98.54","3489","2000-04-01 19:28:11","false"
"395","55","31","441.12","3498","2014-01-22 05:05:08","false"
"396","85","485","24.12","9431","1973-11-12 15:44:22","false"
"397","48","1641","379.66","165","1983-10-28 08:17:29","false"
"398","99","1179","275.61","1353","1996-07-11 05:14:18","false"
"399","40","694","335.53","8650","2003-02-02 10:18:40","false"
"400","27","976","284.77","229","1981-11-07 02:36:24","false"
"401","9","1155","185.35","2488","1998-08-05 18:46:38","false"
"402","50","749","139.34","652","2014-02-11 12:14:13","false"
"403","67","1427","378.06","8421","2013-08-02 09:42:23","false"
"404","13","1310","114.00","1840","1978-01-04 15:17:43","false"
"405","81","520","398.31","4655","2011-06-29 07:04:09","false"
"406","75","1141","447.32","7224","1993-01-18 00:07:00","false"
"407","47","937","474.10","4117","2021-10-18 01:03:45","false"
"408","84","1254","156.42","9","1973-04-12 04:39:06","false"
"409","68","1272","112.59","7583","2021-05-08 13:09:53","false"
"410","93","1162","149.13","5227","2001-08-28 17:54:40","false"
"411","5","1236","381.26","453","1970-10-15 01:28:57","false"
"412","45","1389","182.41","4451","1994-08-11 15:03:46","false"
"413","16","1057","311.19","2764","1977-08-30 15:04:25","false"
"414","91","1285","190.09","6596","2021-02-18 04:41:11","false"
"415","97","605","224.39","1182","1982-01-30 22:14:31","false"
"416","40","1316","389.51","4175","2002-02-05 21:23:27","false"
"417","5","500","427.86","6169","1993-05-13 04:18:10","false"
"418","56","525","224.31","866","2021-12-17 17:50:10","false"
"419","54","1110","357.46","154","1991-06-09 20:54:53","false"
"420","34","1700","483.83","6260","1993-05-21 20:33:22","false"
"421","19","1712","286.68","8103","2011-10-02 02:32:29","false"
"422","2","735","195.93","131","2002-05-05 11:07:15","false"
"423","67","1718","317.57","3786","1984-09-27 03:53:00","false"
"424","90","1836","220.58","3584","1991-08-22 11:04:09","false"
"425","41","916","398.11","6372","1989-05-22 20:27:24","false"
"426","84","973","75.53","3340","2010-08-13 02:55:16","false"
"427","97","674","187.11","8492","2011-11-28 14:46:57","false"
"428","5","1715","6.29","7917","1997-03-14 05:23:08","false"
"429","66","94","491.34","3468","1975-09-28 13:41:43","false"
"430","40","683","214.05","5016","2022-03-24 03:53:42","false"
"431","17","1629","91.27","9866","1991-02-08 12:13:18","false"
"432","71","979","305.64","8890","1996-04-07 06:15:37","false"
"433","14","1709","373.37","8198","1975-01-31 13:06:36","false"
"434","23","1922","275.09","198","2001-07-12 08:30:27","false"
"435","94","1105","155.07","893","2008-08-24 04:40:10","false"
"436","36","62","446.34","280","1997-05-26 11:31:19","false"
"437","53","435","387.16","3215","1988-12-24 08:57:52","false"
"438","61","453","303.20","2394","2003-05-18 00:30:24","false"
"439","15","1998","379.90","9218","2011-11-22 17:46:41","false"
"440","11","1377","490.77","3848","2009-02-05 10:50:12","false"
"441","68","503","181.69","7081","1993-10-03 02:36:00","false"
"442","69","1071","446.52","3408","1996-03-13 12:17:20","false"
"443","44","1259","74.46","7398","1975-04-11 12:20:35","false"
"444","40","712","321.69","4586","1972-01-05 02:18:37","false"
"445","54","656","73.88","6438","1985-12-06 02:29:43","false"
"446","93","334","413.59","3857","1996-05-21 23:09:47","false"
"447","96","1853","175.04","7357","2020-04-07 07:43:24","false"
"448","78","885","197.78","3930","1987-09-17 11:33:01","false"
"449","55","1372","325.33","8431","1970-04-22 00:37:40","false"
"450","56","673","394.73","3936","2012-01-28 00:55:40","false"
"451","98","1125","58.72","3346","1993-08-29 21:06:20","false"
"452","68","1212","61.79","6960","2017-02-13 06:24:32","false"
"453","0","1534","498.23","1952","1992-05-05 16:49:25","false"
"454","72","230","272.38","6341","2009-08-05 04:45:56","false"
"455","57","1330","9.52","1833","2013-06-08 20:50:28","false"
"456","75","461","146.49","3822","2011-07-17 12:19:30","false"
"457","39","1743","153.21","5114","2020-11-24 15:46:46","false"
"458","96","1992","360.62","8118","1996-08-03 05:33:46","false"
"459","71","632","494.06","5238","2013-06-11 22:16:41","false"
