"64","1772","2","1981-11-13 02:16:44"
"21","2244","6","2001-06-25 18:45:42"
"69","1671","6","2006-11-05 21:35:08"
"95","735","4","1988-11-10 15:43:48"
"92","3774","0","1988-02-29 05:55:18"
"81","816","7","2017-02-16 21:09:47"
"3","4491","2","2012-05-28 08:21:26"
"93","2351","8","1978-03-12 13:33:35"
"20","1763","7","1991-03-07 23:00:28"
"93","2199","0","2002-05-03 13:24:33"
"62","79","0","1999-07-07 10:13:14"
"99","2408","4","1994-01-01 07:00:09"
"16","1029","6","1981-11-12 23:29:24"
"72","4745","6","1992-09-25 01:45:59"
"34","3520","3","1978-08-02 08:29:42"
"12","2409","8","2013-02-15 20:50:16"
"99","1566","7","1972-06-17 15:50:25"
"98","1564","9","1972-01-14 09:17:50"
"29","266","9","1970-05-13 05:11:30"
"3","2133","5","1982-04-19 19:47:13"
"87","2040","6","1981-10-18 09:05:25"
"29","880","1","2007-01-16 12:29:00"
"40","4683","9","1990-03-19 20:59:49"
"90","3595","3","1992-08-15 12:09:28"
"97","4120","5","1987-06-29 02:31:17"
"85","2098","9","1982-03-26 22:15:34"
"52","2630","2","1996-11-02 09:33:29"
"13","2073","6","1997-04-21 00:34:51"
"16","3312","7","1999-08-12 02:10:22"
"23","2328","2","1990-12-21 21:02:01"
"9","1032","2","1990-09-30 23:30:35"
"61","2617","9","1993-03-25 09:50:36"
"63","240","1","1981-01-01 09:06:35"
"83","599","0","2004-01-15 17:11:24"
"35","3829","5","2012-04-14 20:34:46"
"12","1803","2","1985-11-20 03:53:13"
"44","3958","3","2006-08-24 01:25:58"
"29","2898","9","1993-07-25 11:57:18"
"25","1964","5","2005-07-19 23:18:35"
"74","541","7","2019-04-11 20:06:50"
"11","3525","8","1986-01-17 04:55:39"
"50","1471","6","1997-02-08 09:43:22"
"88","2737","3","2007-11-29 21:29:48"
"96","128","5","1994-08-23 12:05:17"
"83","3150","5","2008-11-20 01:55:52"
"73","4286","8","1998-10-13 17:38:47"
"67","3759","2","2000-05-15 19:55:06"
"84","1737","0","1986-06-21 02:51:29"
"36","1094","5","2010-07-27 08:21:57"
"33","2546","4","1975-08-23 02:28:43"
"63","2718","8","1994-03-01 12:21:59"
"26","1832","7","2016-01-25 19:27:24"
"91","2293","4","2009-05-23 01:27:10"
"17","3343","7","1998-03-24 23:42:16"
"31","487","0","2004-03-20 02:04:33"
"23","392","7","2021-01-04 19:20:50"
"31","3812","1","1983-10-12 20:55:07"
"59","985","7","1975-05-27 14:30:07"
"54","219","3","1978-01-04 20:47:34"
"26","4656","5","2009-01-09 03:24:14"
"90","4656","4","1989-08-02 15:25:59"
"0","910","3","2005-11-10 16:38:32"
"86","3339","1","1978-07-27 13:20:02"
"61","3497","2","2013-11-30 09:56:43"
"63","1650","6","2004-02-07 03:03:16"
"14","3716","2","1970-06-24 10:21:10"
"2","3102","6","2019-08-21 17:50:29"
"27","1545","4","2021-08-21 23:56:59"
"8","4904","7","1998-01-24 00:39:33"
"41","4337","8","1990-01-04 02:10:44"
"49","4544","8","2006-10-14 14:15:27"
"80","3374","7","1994-03-21 21:53:08"
"68","4698","4","2009-09-29 13:57:17"
"69","4286","3","2010-12-05 01:56:08"
"45","104","0","2008-03-01 17:51:12"
"97","788","0","1974-01-12 15:36:04"
"71","1912","7","1977-06-08 01:08:36"
"90","2325","6","1977-10-11 01:51:20"
"66","435","7","1992-07-10 08:19:54"
"45","4914","6","1986-02-14 14:44:31"
"75","4830","1","1970-10-03 23:51:44"
"68","4120","1","2004-12-09 14:59:37"
"51","2935","8","1978-07-26 04:42:25"
"86","3869","8","1978-08-02 10:23:12"
"91","2907","4","1977-11-30 00:43:54"
"75","3014","2","1997-02-20 00:16:53"
"41","2059","4","1987-07-16 10:23:04"
"53","3190","4","2015-11-21 13:29:50"
"13","863","8","1998-02-17 13:44:02"
"70","4520","0","1991-11-22 14:00:03"
"20","2212","8","1995-10-12 15:30:13"
"70","1433","1","1985-09-11 00:19:26"
"91","3130","8","1980-12-07 16:16:02"
"47","1831","1","2012-11-22 09:33:46"
"28","348","7","2017-11-19 07:05:08"
"17","1389","0","1984-09-16 11:07:53"
"52","3089","1","1996-05-03 07:38:09"
"65","128","6","2020-03-08 20:02:48"
"28","3538","9","1992-06-17 06:52:45"
"49","3527","6","1982-02-24 00:25:44"
"2","4415","1","2018-06-20 21:41:08"
"43","128","0","1980-04-12 11:51:32"
"82","1980","8","2013-05-22 17:44:24"
"71","4321","8","1992-04-06 13:15:17"
"14","4845","7","2008-02-16 19:25:52"
"27","1766","1","2008-01-28 04:19:21"
"9","2159","6","2002-08-31 14:14:16"
"12","2950","8","2010-12-04 17:01:25"
"13","4405","8","1993-08-08 11:22:33"
"54","4029","0","2003-01-10 10:58:23"
"57","846","2","1988-01-13 22:00:26"
"95","4490","0","2020-06-24 14:01:32"
"30","4622","0","1974-03-13 11:29:27"
"69","2724","6","1999-03-13 13:01:25"
"94","2100","3","2011-10-08 05:18:49"
"38","4695","0","1976-08-03 05:16:17"
"41","2205","9","1975-10-29 13:27:49"
"20","3159","8","1980-12-06 14:05:51"
"45","3846","7","2016-07-07 12:59:21"
"54","4250","0","2004-01-14 08:46:10"
"92","902","2","2004-03-13 04:51:28"
"47","4158","1","2022-01-26 17:21:05"
"51","3037","3","1981-02-07 19:12:15"
"54","221","3","1994-04-22 16:12:41"
"17","318","3","1996-02-03 07:18:02"
"5","3028","7","1984-10-24 20:10:10"
"68","3529","7","2013-12-31 10:10:50"
"53","586","3","1980-03-21 23:22:57"
"38","4622","9","2013-03-22 06:18:45"
"60","2327","7","2017-07-23 18:30:02"
"62","3060","1","1994-03-25 19:21:39"
"84","3759","3","2003-07-16 13:17:36"
"1","1110","5","1980-11-06 07:04:21"
"37","2683","1","2010-05-18 14:58:06"
"97","4597","4","1977-07-15 12:40:56"
"90","4879","4","1992-01-10 13:37:35"
"93","4354","6","2010-07-13 07:14:23"
"30","2709","0","1972-07-25 20:32:19"
"66","112","2","1999-02-16 14:52:41"
"43","4102","9","1971-08-25 10:24:43"
"79","146","2","1998-07-08 18:03:31"
"91","425","2","2014-09-03 05:53:22"
"60","1857","1","2001-06-20 19:52:59"
"59","4252","4","2018-04-02 18:03:13"
"55","385","0","1978-03-30 04:52:38"
"19","3494","5","1990-01-25 08:38:38"
"88","2777","5","1974-07-04 02:06:37"
"40","1459","9","1985-11-14 00:02:23"
"67","1455","6","1998-04-19 13:56:26"
"39","1133","8","1993-03-15 10:01:23"
"3","943","4","1977-04-17 18:00:26"
"15","4866","4","1985-12-27 01:03:26"
"48","3791","9","1980-03-12 02:18:06"
"70","1955","0","2021-07-05 10:56:15"
"58","731","6","1984-04-18 20:51:41"
"66","2624","3","1978-10-10 16:11:24"
"33","2234","6","2004-02-19 15:19:55"
"41","4978","2","2002-11-28 16:55:57"
"52","3176","0","2008-02-02 22:24:01"
"84","3312","8","2009-11-28 08:04:23"
"23","4846","0","2020-09-13 15:41:23"
"27","1276","7","1971-10-25 20:10:18"
"92","663","1","1976-10-23 13:59:17"
"33","2783","8","2009-07-09 23:10:38"
"55","4872","8","2008-03-06 07:27:50"
"36","1599","1","1974-10-16 03:50:15"
"8","2067","6","1974-06-09 20:03:43"
"57","1324","1","1998-07-28 12:35:45"
"1","2800","3","2016-04-20 10:02:50"
"28","4968","7","1981-04-26 07:35:12"
"25","1132","0","2005-09-30 18:49:28"
"23","4971","4","1997-05-01 13:24:19"
"77","4617","6","1995-01-08 03:02:34"
"79","2446","4","2015-12-27 00:34:19"
"76","1668","9","1993-01-18 12:47:42"
"59","1657","7","2011-01-16 23:04:10"
"30","2711","4","1978-03-17 21:11:50"
"99","1553","4","2013-12-04 06:10:22"
"82","297","8","2009-03-15 00:11:48"
"80","3071","7","1980-02-24 05:40:11"
"83","2812","9","1985-01-28 16:32:44"
"86","2733","8","1976-01-24 22:38:35"
"63","2468","1","2009-04-08 12:51:45"
"17","2346","0","1979-03-07 05:55:10"
"66","4264","1","2000-03-22 19:03:42"
"80","4520","9","1990-10-22 19:24:06"
"24","2119","7","1981-10-26 21:40:15"
"23","3776","7","2012-05-24 06:40:22"
"4","2972","3","1999-10-15 10:40:26"
"63","4130","7","1970-08-04 00:40:13"
"26","1406","4","1987-12-08 19:39:15"
"16","2880","3","1974-01-17 13:07:20"
"29","3214","3","2010-04-22 16:19:46"
"35","4641","7","1991-11-13 12:22:50"
"22","1722","1","1995-08-16 10:05:35"
"11","1764","0","2000-03-19 20:31:15"
"68","4971","1","1997-02-10 16:31:58"
"66","3519","9","2005-09-12 01:23:47"
"30","1092","9","1985-01-20 19:08:09"
"78","2602","5","2022-02-13 11:31:08"
"7","450","4","2008-11-20 15:26:39"
"61","4257","3","2008-08-24 05:10:05"
"68","1198","4","1972-08-25 03:05:46"
"79","2651","2","2012-09-29 11:58:58"
"80","4133","4","2013-05-12 05:46:30"
"90","1006","8","2012-12-03 01:28:02"
"91","1178","4","2004-12-11 20:22:43"
"76","735","6","1991-05-25 21:48:56"
"86","2312","0","1974-12-25 16:32:45"
"98","391","8","2013-08-03 12:40:59"
"83","1304","5","1971-11-10 05:54:44"
"89","3264","9","1998-03-13 05:55:10"
"25","2927","3","1988-06-26 19:07:39"
"22","4120","8","2002-01-23 15:00:49"
"32","1525","4","1982-09-12 08:03:57"
"32","960","1","1971-02-05 16:59:41"
"33","2786","5","1994-05-17 23:38:28"
"44","580","8","2004-05-09 20:35:57"
"48","2957","7","2014-03-26 13:07:15"
"36","984","9","1992-07-23 14:52:48"
"51","1294","0","2008-08-04 22:45:33"
"45","951","8","1984-04-15 19:28:36"
"63","2359","8","1983-03-25 01:53:34"
"82","672","6","2017-08-30 16:52:27"
"66","862","1","2021-10-30 20:22:39"
"57","2178","2","2010-05-28 03:15:34"
"63","1550","5","1978-08-12 19:47:51"
"38","4743","1","1988-11-29 20:24:46"
"5","212","1","1997-07-07 03:46:38"
"39","3704","5","1971-12-03 13:10:33"
"31","2950","9","1976-05-14 17:37:03"
"46","282","5","1970-03-31 15:23:58"
"86","1264","1","1982-04-20 01:27:40"
"40","2663","8","2013-06-27 18:55:03"
"26","1940","1","1974-02-05 15:15:37"
"75","4692","9","1992-07-25 19:55:50"
"18","112","9","1985-11-09 00:20:07"
"28","197","5","1998-04-27 07:19:41"
"27","4261","9","1981-11-27 10:34:17"
"54","3480","5","1981-12-23 04:43:15"
"85","1526","1","2002-03-21 09:57:37"
"40","1466","4","1989-12-13 20:06:52"
"56","1967","7","1990-04-17 20:48:25"
"92","3987","3","1991-09-17 02:56:19"
"79","1696","3","1973-11-22 17:51:25"
"5","4712","7","2011-01-16 05:10:23"
"48","3189","4","1997-07-15 07:55:20"
"98","2137","1","2006-05-18 23:17:12"
"64","2192","0","1985-04-21 03:38:15"
"43","2817","2","1992-12-22 12:34:20"
"63","3692","6","1993-05-02 23:47:54"
"47","936","5","1979-05-21 08:35:23"
"49","3121","1","1989-04-15 20:06:00"
"75","4818","3","1997-05-12 02:54:48"
"22","4039","3","2006-03-22 05:48:29"
"20","1817","3","2010-03-25 15:25:42"
"5","4371","0","2008-10-03 09:33:03"
"22","3916","5","2018-07-22 00:43:35"
"8","2490","1","2006-01-17 14:59:36"
"90","3402","1","2004-07-30 18:49:52"
"76","906","7","2013-12-24 21:37:31"
"22","4114","2","1980-01-06 09:56:09"
"34","1363","4","2007-10-08 06:17:39"
"49","2241","2","1979-01-31 00:52:42"
"27","4400","3","1972-02-14 09:44:51"
"47","1041","1","1983-11-07 04:52:01"
"80","1808","4","1976-01-08 02:22:45"
"91","2340","9","2002-06-11 03:31:30"
"23","1433","2","1992-04-11 10:56:45"
"97","4252","4","1976-06-20 01:39:19"
"49","4192","1","1976-09-16 03:28:47"
"30","3345","1","1973-02-06 17:35:47"
"62","2625","4","1992-12-09 19:14:37"
"33","4808","0","2018-01-13 21:10:26"
"71","3445","1","2015-11-20 00:04:21"
"15","396","6","1993-01-05 08:52:57"
"89","1273","8","1975-04-26 02:05:01"
"45","4646","2","1995-02-15 07:21:10"
"15","4761","2","2000-01-23 22:06:15"
"52","4933","2","2020-04-27 10:52:22"
"39","491","8","1987-08-05 17:35:27"
"65","3128","5","2002-10-30 12:46:43"
"22","2468","7","1983-03-03 16:35:27"
"28","13","5","2021-06-23 11:15:54"
"8","493","4","2021-12-29 19:53:53"
"62","3049","6","1983-10-31 16:53:22"
"74","2806","3","1991-07-24 04:50:00"
"70","4275","1","1989-04-17 07:47:12"
"52","4391","9","2011-06-02 03:17:08"
"46","4265","8","2011-03-05 13:55:54"
"74","3776","6","2017-03-02 21:15:41"
"79","1640","9","1992-02-21 10:32:27"
"69","2269","8","2019-03-15 20:50:54"
"23","901","2","2011-12-16 21:15:48"
"33","634","3","2010-07-08 08:57:41"
"44","4187","4","2021-04-14 04:25:00"
"86","3727","9","1992-05-16 08:33:07"
"34","1366","6","1973-07-05 13:09:29"
"68","3536","2","2012-06-29 18:50:17"
"26","4891","3","1991-07-08 09:28:21"
"42","1615","9","2008-12-10 17:56:05"
"60","67","5","2011-07-10 19:43:17"
"52","3664","7","1978-07-30 18:54:15"
"50","1553","2","1991-06-16 20:50:10"
"82","2626","6","1991-05-16 05:25:27"
"72","2903","7","1994-04-25 00:39:48"
"31","857","1","2011-01-11 08:31:09"
"28","3706","7","2013-10-29 09:01:04"
"68","2340","5","1985-10-29 02:09:18"
"35","1797","4","2013-04-24 21:50:35"
"7","1727","7","1998-10-15 14:07:47"
"37","4888","4","1982-08-13 04:24:50"
"91","833","8","2005-12-15 12:12:01"
"99","4769","1","2017-04-17 15:27:35"
"21","1125","1","2022-01-30 12:01:42"
"19","3050","1","2017-05-25 05:40:50"
"76","2307","6","1993-09-07 12:49:51"
"17","1389","8","1975-02-09 03:04:47"
"34","3079","3","2021-01-10 19:57:06"
"30","2888","3","1991-12-25 09:41:12"
"39","2165","0","1998-12-19 11:52:47"
"43","1440","4","1981-04-15 06:45:15"
"34","3727","3","2016-08-11 06:29:11"
"77","4761","6","2003-09-21 19:22:55"
"0","370","4","2008-10-11 16:09:35"
"83","2562","0","2006-12-28 10:41:10"
"95","3700","8","2002-06-29 11:06:27"
"38","4342","7","2010-12-28 12:03:26"
"36","3704","3","1978-11-23 03:40:29"
"69","4183","6","2020-11-17 20:28:39"
"61","1751","6","1978-04-26 18:25:57"
"42","2806","9","2020-01-03 16:53:25"
"60","3140","9","1995-04-16 11:21:53"
"37","2307","2","1990-01-07 05:27:50"
"17","1487","4","2016-09-22 18:02:57"
"27","108","5","2002-09-13 08:21:55"
"10","4386","0","2005-04-13 18:56:10"
"65","1377","4","2014-11-22 06:08:41"
"82","3054","1","1991-06-06 23:15:56"
"5","3285","8","2013-05-22 11:15:09"
"86","290","8","2007-12-29 14:07:56"
"0","410","0","2003-09-11 22:05:23"
"88","4156","6","1993-01-25 16:28:46"
"56","1169","9","1991-10-27 18:20:55"
"81","4911","5","2006-07-22 05:01:31"
"93","2651","8","1983-01-23 00:20:32"
"60","4458","2","1985-01-16 23:32:24"
"15","4204","6","1997-08-05 05:07:58"
"42","2516","0","2013-11-17 03:41:48"
"70","4314","1","1981-01-29 13:37:43"
"8","4859","0","2021-08-13 07:17:31"
"61","560","5","1976-03-18 06:01:01"
"9","3585","6","1972-07-09 09:50:08"
"11","4663","8","1995-05-11 10:29:39"
"94","3416","7","2000-10-18 15:00:10"
"38","4698","9","1978-02-09 08:22:37"
"54","1068","5","1970-04-14 04:49:17"
"87","2880","7","1976-08-04 09:56:20"
"9","3332","8","1975-04-16 14:26:45"
"29","332","5","2015-05-23 18:18:46"
"37","2910","6","2013-11-13 23:29:22"
"23","3215","1","1983-11-07 16:40:47"
"1","640","7","1987-09-02 14:03:43"
"12","4308","4","1972-06-06 13:56:42"
"35","3951","5","2015-08-02 04:02:22"
"0","2548","3","1985-07-21 04:00:22"
"36","1888","3","2004-07-20 12:29:25"
"42","2730","2","2008-01-02 15:49:39"
"1","3354","0","2007-08-10 12:42:21"
"56","566","0","1977-01-27 22:55:59"
"8","2385","2","1973-08-07 14:38:31"
"63","4726","2","1971-06-21 21:17:14"
"74","4971","5","1984-09-29 12:05:55"
"18","1923","6","2012-06-12 22:46:29"
"41","1870","9","2009-07-25 17:32:34"
"64","2959","7","2005-01-10 10:15:29"
"74","3194","1","1983-11-28 06:58:19"
"18","3180","9","1998-04-02 05:47:01"
"10","4092","5","2015-06-15 23:48:51"
"19","1393","4","2010-07-17 18:36:38"
"38","939","8","2016-12-12 01:00:57"
"97","2494","1","1991-07-04 19:50:24"
"53","4204","2","1990-10-31 04:30:03"
"69","3688","6","2015-11-11 22:34:03"
"70","914","1","2002-03-23 08:10:11"
"6","104","3","2005-11-27 02:01:59"
"34","2744","4","1998-02-07 00:55:26"
"89","3008","6","2021-01-20 11:23:21"
"46","742","3","1996-10-24 19:38:00"
"66","1955","7","2019-10-23 02:57:55"
"84","3437","3","1985-07-08 19:41:04"
"99","2643","7","1979-07-15 14:46:53"
"76","4319","4","1997-08-28 08:54:46"
"89","4275","0","2021-06-01 08:37:05"
"70","2178","3","2001-10-13 23:38:19"
"95","612","8","1988-01-02 15:37:22"
"55","1038","1","2018-05-20 10:16:47"
"29","3659","5","1989-09-09 03:44:10"
"4","4557","6","1986-12-20 15:01:57"
"78","1147","0","2011-11-05 11:08:32"
"70","2021","4","2007-04-19 18:13:53"
"3","4581","3","1996-09-14 17:08:28"
"81","2157","6","2018-10-16 02:18:25"
"37","4235","0","1974-02-24 15:42:55"
"44","3450","8","2014-09-24 12:46:45"
"22","2742","1","1979-07-24 16:14:15"
"61","3382","2","1977-09-03 13:00:47"
"41","4796","5","2019-12-13 07:40:30"
"55","3389","6","2004-01-14 02:13:49"
"86","4527","3","1983-04-03 08:03:42"
"68","173","5","2018-05-08 12:04:34"
"29","4386","8","2015-06-19 07:02:23"
"0","2449","3","2002-05-09 20:53:55"
"56","3050","6","2010-11-06 05:07:11"
"26","4769","8","1987-12-04 12:05:01"
"30","4788","1","1970-01-15 18:24:02"
"36","13","3","1970-02-21 08:46:22"
"76","2007","7","1997-06-07 13:43:07"
"76","2924","8","2014-06-26 16:43:42"
"78","3694","4","2006-02-20 13:00:36"
"36","401","9","1986-04-03 22:47:52"
"52","24","4","1977-03-04 14:17:46"
"36","2105","0","2007-03-14 02:41:16"
"68","3451","3","2001-07-13 20:42:05"
"46","4780","8","1996-04-11 13:48:01"
"42","1329","4","1978-09-23 16:50:34"
"61","4105","5","1978-06-28 08:12:32"
"18","2602","5","2006-04-20 17:36:24"
"91","2188","4","2000-11-04 06:35:37"
"63","3555","9","2009-02-27 17:39:35"
"99","463","5","2021-11-05 17:21:50"
"75","4234","5","1985-06-18 17:09:56"
"31","3966","5","2000-10-15 15:19:17"
"79","2591","3","1975-10-14 14:09:36"
"2","3363","2","1998-03-16 18:56:20"
"7","1856","9","1975-11-30 20:28:20"
"76","2734","0","2001-12-02 12:35:52"
"44","4892","3","1982-03-14 11:48:21"
"13","4830","7","1978-08-19 18:15:50"
"12","2834","5","1997-03-23 19:31:18"
"9","2372","1","2022-03-08 02:35:49"
"6","983","3","2020-03-22 16:38:49"
"66","4270","8","2016-04-24 23:11:17"
"59","761","1","1996-03-02 12:33:53"
"0","3952","1","2021-01-21 07:37:04"
"3","2834","2","2019-07-25 06:50:18"
"80","2203","2","2018-01-16 07:22:18"
"50","1854","6","1988-03-22 19:24:41"
"70","423","8","2009-05-17 09:15:56"
"9","3399","3","1976-01-09 16:36:34"
"76","214","9","1982-07-25 08:04:25"
"22","3775","2","1975-09-03 05:10:00"
"73","4113","0","2018-07-29 12:55:14"
"56","3553","5","1997-03-13 04:14:51"
"12","2632","5","2017-03-05 07:06:44"
"2","4267","0","2006-02-02 04:58:29"
"17","2739","2","2006-05-24 08:25:01"
"4","4725","2","2008-05-17 03:33:43"
"5","219","3","2005-10-31 17:49:19"
"74","4876","3","1985-09-11 18:42:09"
"60","4635","1","1982-05-17 20:07:13"
"68","2326","7","1981-06-14 02:56:06"
"8","3886","0","1982-07-20 11:51:25"
"48","2333","2","2008-08-06 18:49:27"
"95","3490","5","1993-06-07 13:56:42"
"26","3247","7","2007-11-12 02:34:38"
